Segment Type,Sovrn Segment ID,Sovrn Parent Segment ID,Segment Name,Segment Description,Tier Number,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Full Path,CPM,% Media Cost,Actively Generated,"7 Day Sovrn Cookie Scale, Global","7 Day Sovrn Cookie Scale, US","7 Day HEM Scale, US","1 Day Average IP Scale, Rolling 7 Days, Global"
Interest,10207,101,Music and Audio,People that read information about the latest in Music and Audio news,2,Arts and Entertainment,Music and Audio,,,,,Interest > Arts and Entertainment > Music and Audio,0.75,0.1,No,,,,
Interest,10208,10207,Adult Contemporary Music,People that read information about the latest in Music and Audio news about Adult Contemporary Music,3,Arts and Entertainment,Music and Audio,Adult Contemporary Music,,,,Interest > Arts and Entertainment > Music and Audio > Adult Contemporary Music,0.75,0.1,No,,,,
Interest,10209,10208,Soft AC Music,People that read information about the latest in Music and Audio news about Soft AC Music,4,Arts and Entertainment,Music and Audio,Adult Contemporary Music,Soft AC Music,,,Interest > Arts and Entertainment > Music and Audio > Adult Contemporary Music > Soft AC Music,0.75,0.1,No,,,,
Interest,10210,10208,Urban AC Music,People that read information about the latest in Music and Audio news about Urban AC Music,4,Arts and Entertainment,Music and Audio,Adult Contemporary Music,Urban AC Music,,,Interest > Arts and Entertainment > Music and Audio > Adult Contemporary Music > Urban AC Music,0.75,0.1,No,,,,
Interest,10211,10207,Adult Album Alternative,People that read information about the latest in Music and Audio news about Adult Album Alternative,3,Arts and Entertainment,Music and Audio,Adult Album Alternative,,,,Interest > Arts and Entertainment > Music and Audio > Adult Album Alternative,0.75,0.1,No,,,,
Interest,10212,10207,Alternative Music,People that read information about the latest in Music and Audio news about Alternative Music,3,Arts and Entertainment,Music and Audio,Alternative Music,,,,Interest > Arts and Entertainment > Music and Audio > Alternative Music,0.75,0.1,No,,,,
Interest,10213,10207,Children's Music,People that read information about the latest in Music and Audio news about Children's Music,3,Arts and Entertainment,Music and Audio,Children's Music,,,,Interest > Arts and Entertainment > Music and Audio > Children's Music,0.75,0.1,No,,,,
Interest,10214,10207,Classic Hits,People that read information about the latest in Music and Audio news about Classic Hits,3,Arts and Entertainment,Music and Audio,Classic Hits,,,,Interest > Arts and Entertainment > Music and Audio > Classic Hits,0.75,0.1,No,,,,
Interest,10215,10207,Classical Music,People that read information about the latest in Music and Audio news about Classical Music,3,Arts and Entertainment,Music and Audio,Classical Music,,,,Interest > Arts and Entertainment > Music and Audio > Classical Music,0.75,0.1,No,,,,
Interest,10216,10207,College Radio,People that read information about the latest in Music and Audio news about College Radio,3,Arts and Entertainment,Music and Audio,College Radio,,,,Interest > Arts and Entertainment > Music and Audio > College Radio,0.75,0.1,No,,,,
Interest,10217,10207,Comedy (Music and Audio),People that read information about the latest in Music and Audio news about Comedy (Music and Audio),3,Arts and Entertainment,Music and Audio,Comedy (Music and Audio),,,,Interest > Arts and Entertainment > Music and Audio > Comedy (Music and Audio),0.75,0.1,No,,,,
Interest,10218,10207,Contemporary Hits/Pop/Top 40,People that read information about the latest in Music and Audio news about Contemporary Hits/Pop/Top 40,3,Arts and Entertainment,Music and Audio,Contemporary Hits/Pop/Top 40,,,,Interest > Arts and Entertainment > Music and Audio > Contemporary Hits/Pop/Top 40,0.75,0.1,No,,,,
Interest,10219,10207,Dance and Electronic Music,People that read information about the latest in Music and Audio news about Dance and Electronic Music,3,Arts and Entertainment,Music and Audio,Dance and Electronic Music,,,,Interest > Arts and Entertainment > Music and Audio > Dance and Electronic Music,0.75,0.1,No,,,,
Interest,10220,10207,Songwriters/Folk,People that read information about the latest in Music and Audio news about Songwriters/Folk,3,Arts and Entertainment,Music and Audio,Songwriters/Folk,,,,Interest > Arts and Entertainment > Music and Audio > Songwriters/Folk,0.75,0.1,No,,,,
Interest,10221,10207,Gospel Music,People that read information about the latest in Music and Audio news about Gospel Music,3,Arts and Entertainment,Music and Audio,Gospel Music,,,,Interest > Arts and Entertainment > Music and Audio > Gospel Music,0.75,0.1,No,,,,
Interest,10222,10207,Hip Hop Music,People that read information about the latest in Music and Audio news about Hip Hop Music,3,Arts and Entertainment,Music and Audio,Hip Hop Music,,,,Interest > Arts and Entertainment > Music and Audio > Hip Hop Music,0.75,0.1,No,,,,
Interest,10223,10207,Jazz,People that read information about the latest in Music and Audio news about Jazz,3,Arts and Entertainment,Music and Audio,Jazz,,,,Interest > Arts and Entertainment > Music and Audio > Jazz,0.75,0.1,No,,,,
Interest,10224,10207,Oldies/Adult Standards,People that read information about the latest in Music and Audio news about Oldies/Adult Standards,3,Arts and Entertainment,Music and Audio,Oldies/Adult Standards,,,,Interest > Arts and Entertainment > Music and Audio > Oldies/Adult Standards,0.75,0.1,No,,,,
Interest,10225,10207,Reggae,People that read information about the latest in Music and Audio news about Reggae,3,Arts and Entertainment,Music and Audio,Reggae,,,,Interest > Arts and Entertainment > Music and Audio > Reggae,0.75,0.1,No,,,,
Interest,10226,10207,Blues,People that read information about the latest in Music and Audio news about Blues,3,Arts and Entertainment,Music and Audio,Blues,,,,Interest > Arts and Entertainment > Music and Audio > Blues,0.75,0.1,No,,,,
Interest,10227,10207,RandB/Soul/Funk,People that read information about the latest in Music and Audio news about RandB/Soul/Funk,3,Arts and Entertainment,Music and Audio,RandB/Soul/Funk,,,,Interest > Arts and Entertainment > Music and Audio > RandB/Soul/Funk,0.75,0.1,No,,,,
Interest,10228,10207,Rock Music,People that read information about the latest in Music and Audio news about Rock Music,3,Arts and Entertainment,Music and Audio,Rock Music,,,,Interest > Arts and Entertainment > Music and Audio > Rock Music,0.75,0.1,No,,,,
Interest,10229,10228,Album-oriented Rock,People that read information about the latest in Music and Audio news about Album-oriented Rock,4,Arts and Entertainment,Music and Audio,Rock Music,Album-oriented Rock,,,Interest > Arts and Entertainment > Music and Audio > Rock Music > Album-oriented Rock,0.75,0.1,No,,,,
Interest,10230,10228,Alternative Rock,People that read information about the latest in Music and Audio news about Alternative Rock,4,Arts and Entertainment,Music and Audio,Rock Music,Alternative Rock,,,Interest > Arts and Entertainment > Music and Audio > Rock Music > Alternative Rock,0.75,0.1,No,,,,
Interest,10231,10228,Classic Rock,People that read information about the latest in Music and Audio news about Classic Rock,4,Arts and Entertainment,Music and Audio,Rock Music,Classic Rock,,,Interest > Arts and Entertainment > Music and Audio > Rock Music > Classic Rock,0.75,0.1,No,,,,
Interest,10232,10228,Hard Rock,People that read information about the latest in Music and Audio news about Hard Rock,4,Arts and Entertainment,Music and Audio,Rock Music,Hard Rock,,,Interest > Arts and Entertainment > Music and Audio > Rock Music > Hard Rock,0.75,0.1,No,,,,
Interest,10233,10228,Soft Rock,People that read information about the latest in Music and Audio news about Soft Rock,4,Arts and Entertainment,Music and Audio,Rock Music,Soft Rock,,,Interest > Arts and Entertainment > Music and Audio > Rock Music > Soft Rock,0.75,0.1,No,,,,
Interest,10234,10207,"Soundtracks, TV and Showtunes","People that read information about the latest in Music and Audio news about Soundtracks, TV and Showtunes",3,Arts and Entertainment,Music and Audio,"Soundtracks, TV and Showtunes",,,,"Interest > Arts and Entertainment > Music and Audio > Soundtracks, TV and Showtunes",0.75,0.1,No,,,,
Interest,10235,10207,Urban Contemporary Music,People that read information about the latest in Music and Audio news about Urban Contemporary Music,3,Arts and Entertainment,Music and Audio,Urban Contemporary Music,,,,Interest > Arts and Entertainment > Music and Audio > Urban Contemporary Music,0.75,0.1,No,,,,
Interest,10236,10207,Variety (Music and Audio),People that read information about the latest in Music and Audio news about Variety (Music and Audio),3,Arts and Entertainment,Music and Audio,Variety (Music and Audio),,,,Interest > Arts and Entertainment > Music and Audio > Variety (Music and Audio),0.75,0.1,No,,,,
Interest,10237,112,Crime,"Discussions on crime, local law enforcement issues, criminals, and public safety.",2,News and Politics,Crime,,,,,Interest > News and Politics > Crime,0.75,0.1,No,,,,
Interest,10238,112,Disasters,Details on disasters happening around the world caused by both humans or nature,2,News and Politics,Society,Disasters,,,,Interest > News and Politics > Society > Disasters,0.75,0.1,No,,,,
Interest,10241,10242,Elections,Covers topics specific to political campaigns for office by way of elections,4,News and Politics,Law and Government,Political Issues and Policy,Elections,,,Interest > News and Politics > Law and Government > Political Issues and Policy > Elections,0.75,0.1,No,,,,
Interest,10242,111,Political Issues and Policy,Covers topics related to political issues and political policies related to legislation and government,3,News and Politics,Law and Government,Political Issues and Policy,,,,Interest > News and Politics > Law and Government > Political Issues and Policy,0.75,0.1,No,,,,
Interest,10244,114,War and Conflicts,"Details on current wars, conflicts, struggles, and violence taking place in the world.",2,News and Politics,Society,War and Conflicts,,,,Interest > News and Politics > Society > War and Conflicts,0.75,0.1,No,,,,
Interest,10245,113,Financial Assistance,Financial assistance as it pertains to personal finance.,2,Personal Finance,Financial Assistance,,,,,Interest > Personal Finance > Financial Assistance,0.75,0.1,No,,,,
Interest,10246,10245,Government Support and Welfare,Readers who are interested or engaged in government support and welfare.,3,Personal Finance,Financial Assistance,Government Support and Welfare,,,,Interest > Personal Finance > Financial Assistance > Government Support and Welfare,0.75,0.1,No,,,,
Interest,10247,10245,Student Financial Aid,Readers who are involved or actively receiving student financial aid.,3,Personal Finance,Financial Assistance,Student Financial Aid,,,,Interest > Personal Finance > Financial Assistance > Student Financial Aid,0.75,0.1,No,,,,
Interest,10248,113,Financial Planning,Focuses on readers who are engaged in financial planning to better their future.,2,Personal Finance,Financial Planning,,,,,Interest > Personal Finance > Financial Planning,0.75,0.1,No,,,,
Interest,10249,113,Frugal Living,Covers readers who are budget-oriented.,2,Personal Finance,Frugal Living,,,,,Interest > Personal Finance > Frugal Living,0.75,0.1,No,,,,
Interest,10250,880,Pet Insurance,Covers pet insurance policies.,3,Personal Finance,Insurance,Pet Insurance,,,,Interest > Personal Finance > Insurance > Pet Insurance,0.75,0.1,No,,,,
Interest,10251,113,Personal Debt,"Personal debt as it relates to personal finance, whether it is credit cards or a type of financing or loans.",2,Personal Finance,Personal Debt,,,,,Interest > Personal Finance > Personal Debt,0.75,0.1,No,,,,
Interest,10252,10251,Home Financing,Readers who are researching home financing or currently finance their home.,3,Personal Finance,Personal Debt,Home Financing,,,,Interest > Personal Finance > Personal Debt > Home Financing,0.75,0.1,No,,,,
Interest,10253,10251,Personal Loans,Readers who are interested in personal loans or have personal loans.,3,Personal Finance,Personal Debt,Personal Loans,,,,Interest > Personal Finance > Personal Debt > Personal Loans,0.75,0.1,No,,,,
Interest,10254,10251,Student Loans,Readers who have student loans or are researching student loans.,3,Personal Finance,Personal Debt,Student Loans,,,,Interest > Personal Finance > Personal Debt > Student Loans,0.75,0.1,No,,,,
Interest,10255,113,Personal Taxes,Refers to the process of filing personal taxes.,2,Personal Finance,Personal Taxes,,,,,Interest > Personal Finance > Personal Taxes,0.75,0.1,No,,,,
Interest,10256,113,Home Utilities,"Describes expenses related to essential household services such as electricity, water, internet, and phone.",2,Personal Finance,Home Utilities,,,,,Interest > Personal Finance > Home Utilities,0.75,0.1,No,,,,
Interest,10257,10256,Gas and Electric,Explores various costs associated with powering and heating a home through gas and electricity providers.,3,Personal Finance,Home Utilities,Gas and Electric,,,,Interest > Personal Finance > Home Utilities > Gas and Electric,0.75,0.1,No,,,,
Interest,10258,10256,Internet Service Providers,Covers all kinds of expenses for home internet access from broadband or fiber-optic service providers,3,Personal Finance,Home Utilities,Internet Service Providers,,,,Interest > Personal Finance > Home Utilities > Internet Service Providers,0.75,0.1,No,,,,
Interest,10259,10256,Phone Services,Details on monthly costs for landline or mobile phone service at home or business.,3,Personal Finance,Home Utilities,Phone Services,,,,Interest > Personal Finance > Home Utilities > Phone Services,0.75,0.1,No,,,,
Interest,10260,10256,Water Services,Details on the charges for municipal or private water supply including waste water management.,3,Personal Finance,Home Utilities,Water Services,,,,Interest > Personal Finance > Home Utilities > Water Services,0.75,0.1,No,,,,
